fake,satirical,body
1,0,"Marina Silva assina carta de compromisso em prol do casamento gay, diz jornalista. O programa de governo de Marina Silva (Rede) tem um compromisso com o ativismo LGBT para o caso de ela ser vencedora das próximas eleições presidenciais. A pré-candidata ao Planalto assinou uma carta de intenções na última terça-feira, 08 de maio.

Essa será a terceira eleição que Marina Silva disputa como candidata à presidência da República. Em 2014, quando substituiu Eduardo Campos (PSB) – morto em um acidente aéreo – Marina Silva se mostrou dividida sobre os compromissos assumidos pela chapa com os ativistas, e depois de uma crítica pública do pastor Silas Malafaia, os tópicos que envolviam as demandas LGBT foram suprimidos do programa.

Agora, Marina Silva – que é evangélica e membro da Assembleia de Deus – adotou um comportamento diferente, de acordo com informações do jornalista Athos Moura, colaborador da coluna de Lauro Jardim no jornal O Globo.

“Marina Silva assinou hoje, no Rio de Janeiro, uma carta em que se compromete a assegurar direitos para os LGBTIs em seu programa de governo. A carta foi entregue à ela por Eliseu Neto e Jobson Carmargo, integrantes da Aliança Nacional LGBTI, organização que elaborou o documento.
 informa Moura. “Entre os pontos abordados estão o casamento de pessoas do mesmo sexo, adoção, herança e previdência.
 acrescenta.

A união de pessoas do mesmo sexo vem sendo realizada a partir de um precedente aberto por uma decisão do Supremo Tribunal Federal. No entanto, a legislação ainda não foi alterada pelo Congresso Nacional, o que é visto pelos ativistas como um “vácuo” jurídico.

O gesto de Marina Silva em assinar um compromisso com a militância LGBT é um sinal claro de seu compromisso com a agenda progressista, já que ela se posicionou pessoalmente contra o aborto, mas afirmou que compreende que as pessoas queiram que “ninguém possa ter uma gravidez indesejada“, deixando espaço para uma mudança na lei.

Outro ponto é sua oposição radical ao conservador Jair Bolsonaro (PSL), a quem descreveu como representante do “lado escuro da força“: “Um candidato de cunho populista, com viés autoritário muito forte, que não respeita Direitos Humanos, as minorias, e não respeita a própria democracia, muito embora usufrua dela para defender suas ideias antidemocráticas.
 afirmou.

Agora, com uma posição mais clara sobre suas ideias, será possível perceber se Marina Silva ganhou ou perdeu votos entre os evangélicos e católicos brasileiros."
1,0,"Lulu Santos em Carta aberta sobre o Brasil: “Não podemos admitir”. Cantor de MPB em Carta publicada no Jornal Diário de São Paulo.

Hoje, vendo pessoas morrendo em filas de Hospitais, bandidos matando por R$ 10,00 e pessoas andando feito zumbis nas ruas por causa das drogas, adolescentes que não sabem quanto é 6 x 8, meninas de 14 anos parindo filhos sem pais, toda a classe política desse país esfregando a bandalheira na nossa cara e desfilando uma incompetência absurda, o nosso país sendo ridicularizado por tantos escândalos…

Eu peço perdão ao Brasil pela porcaria que fiz…

Deveria ter ficado em casa quieto ao invés de ir às ruas. Lutei pra que? Pra ver corrupto no poder fazendo manobras pra se manter no poder e por quê agora estamos quietos? Cade você nas ruas? Esqueçam cor de bandeiras. Vamos nos unir e lutar por um só motivo: nossos direitos.

SOMOS mais de trinta milhões de aposentados!

Não podemos admitir:

Policial R$ 3.660,00 para arriscar a vida;

Bombeiro R$ 3.960,00 para salvar vidas;

Professor R$ 2.200,00 para preparar para a vida;

Médico R$ 9.260,00 para manter a vida;

E o Deputado Federal?
R$ 26.700,00 (Salário)

R$ 94.300,00 (Verba de Gabinete)

R$ 53.400,00 (Auxílio Paletó)

R$ 5.000,00 (Combustível)

R$ 22.000,00 (Auxílio Moradia)

R$ 59.000,00 (Passagens Aéreas)

R$ 17.997,00 (Auxílio Saúde)

R$ 12.100,00 (Auxílio Educação)

R$ 16.400,00 (Auxílio Restaurante)

R$ 13.400,00 (Auxílio Cultural)

Auxílio Dentista

Auxílio Farmácia

E outros, para LASCAR as nossas vidas!

E o trabalhador R$ 937,00 para sustentar a família.

Será que o problema do Brasil são os trabalhadores? Os aposentados?

Publique!!!????

 
Se você repassar para somente 2 amigos nas primeiras horas, em 28 horas toda a população brasileira vai tomar conhecimento deste ABSURDO."
1,0,"A partir de 2018, Governo do Rio Grande do Sul autorizará o casamento de homem com 2 esposas. As mulheres brasileiras são lindas por natureza, seja gaúcha, paulista, carioca ou mineira....... Mas, algumas chamam mais atenção que outras, mas as mulheres mais bonita do país é do Rio Grande do Sul.
No Rio Grande do Sul o casamentos entre homem e duas esposas não é nem uma novidade, vários casamentos já foram liberados pela justiça. 

O caso mais recente é o caso de Leandro Joannattan da Silva Sampaio, de 33 anos, a dona de casa Thais Souza de Oliveira, de 21, e a estudante de técnica em enfermagem, Yasmin Nepomuceno da Cruz, de 21 anos, são casados oficialmente.

A grande novidade é que a partir de 2018 o Governo do Rio Grande do Sul liberará o casamento de homem com até 2 esposas.

O governo espera com isso aumenta o fluxo de homens no estado preenchendo vagas de empregos, etc. O governo está confiante já que o estado conta com as mulheres mais bonitas do Brasil e a cada 5 recém nascidos, três é mulheres."
1,0,"Jovem vai entregar presente do dia dos namorados e morre após segurar peido na casa da namorada!. Nessa última terça-feira (12), dia dos namorados, Jorge dos Santos. foi visitar sua namorada ao meio-dia para lhe presentear, e resolveu almoçar com ela e sua mãe. Infelizmente para ele, a comida foi pesada demais do que estava acostumado a comer. Pouco tempo depois jorge sentiu uma forte vontade de peidar, seu corpo começou a pedir-lhe para lançar gás, mas Jorge não queria passar uma vergonha na frente de sua namorada e a sogra, então ele resolveu se segurar!
Cerca de oito horas da noite, Jorge caiu no chão segurando o estômago. Sua namorada chamou a ambulância e levou-o para o hospital. Infelizmente, eles não podiam fazer nada por ele e morreu uma hora depois.

A razão? Segundo o Dr. Wellington Medeiros, que recebeu Jorge na sala de emergência, o jovem tinha divertículos no intestino grosso, que são causados ​​por retenção de gases por longos períodos de tempo, este por sua vez, causou uma peritonite, e, posteriormente, a morte."
1,0,"França aprova lei declarando que crianças podem consentir em sexo com adultos. O governo do presidente Macron votou contra a idade de consentimento sexual na França, tornando-se a mais recente nação a ceder à pressão de uma rede internacional de ativistas liberais determinados a normalizar a pedofilia e a descriminalizar o sexo com crianças em todo o mundo.

A lei federal na França agora não tem idade legal de consentimento, ou seja, adultos que fazem sexo com crianças de qualquer idade não serão processados ​​por estupro se a criança vítima for incapaz de provar “ violência, ameaça, coação ou surpresa ”.

O projeto de lei contra a violência sexual e baseada no gênero, conhecida como lei Schiappa, foi sancionada pelo parlamento francês, provocando indignação na França quando pais e grupos de direitos das crianças acusam o governo de Emmanuel Macron de trair as crianças do país.

A falta de uma idade de consentimento coloca milhões de crianças em sério risco de abuso sexual na França, de acordo com funcionários de proteção à criança.

Protestos

Segundo os jornais Your News Wife e Le Figaro, grupos de defesa dos direitos das crianças criticaram o governo de Emmanuel Macron por não fornecer uma idade legal de consentimento para proteger crianças, apontando para a recente decisão dos tribunais franceses de se recusar a processar dois pedófilos por estupro de garotas de 11 anos porque as autoridades não puderam provar que as crianças não consentiram.

Na quinta-feira, vários grupos, incluindo o Conselho Francês de Associações pelos Direitos da Criança, emitiram uma declaração conjunta para expressar sua indignação pelo abandono de uma era de consentimento sob a lei francesa.

Em uma declaração conjunta, as associações condenaram a nova lei nos termos mais fortes possíveis: “Esta deve ser a medida principal do projeto de lei: a introdução de uma idade abaixo da qual as crianças seriam automaticamente consideradas incapazes de consentir em sexo com adultos“.

As associações francesas de proteção à criança estão exigindo que o governo de Macron revogue a lei de Schiappa e estabeleça uma idade legal de consentimento sob a qual qualquer ato sexual envolvendo um adulto e uma criança constituirá estupro.

Lei Schiappa

O abandono de uma idade legal de consentimento chocou a sociedade francesa. O controverso projeto de lei se concentrou em um limite apropriado para uma idade de consentimento – 13 ou 15 anos. No entanto, a escolha foi feita para abandonar o princípio de uma idade mínima.

Em sua versão final, a lei de Schiappa prevê que, para crianças menores de 15 anos, “a restrição moral ou surpresa é caracterizada pelo abuso da vulnerabilidade da vítima que não tem o discernimento necessário para esses atos”. No entanto, o ex-ministro dos direitos da mulher, Laurence Rossignol, diz que essas noções de “vulnerabilidade” e “discernimento” deixam muito espaço para os pedófilos escaparem da punição sob a lei.

Confira o que diz o texto da lei no portal legifrance! 

Leis insensatas

A França não é a única nação européia que caminha para a descriminalização do sexo com crianças. De acordo com o advogado de imigração alemão Hans Goldsberg, as leis sobre pedofilia estão desatualizadas e precisam ser abolidas.

“Haverá a necessidade de uma consolidação das leis nacionais sob o atual sistema europeu sobre os aspectos legais do sexo. A maioria dessas decisões nacionais não representa as complexidades sociais modernas de nossos tempos e são legalmente infundadas. Alguns até argumentam que uma lei sobre a idade do consentimento tornou-se supérflua e não deveria mais existir.
 afirma o advogado que trabalhou por mais de 35 anos em seu campo.

O apoio à proposta européia também existe nos Estados Unidos.

“Pense em como há 2.000 anos os gregos eram uma sociedade muito mais aberta. Devemos lembrar que o amor entre um homem e um menino não era tão tabu quanto hoje ” , explica o antropólogo cultural Thomas Black, da Universidade de Michigan.

Atualmente, a idade de consentimento varia por estado nos EUA e atualmente é definida entre 16 e 18 anos de idade."
1,0,"França aprova lei da Pedofilia dizendo que crianças podem consentir em sexo com adultos.. O governo do presidente Macron votou contra a idade de consentimento na França, tornando-se a mais recente nação a ceder à pressão de uma rede internacional de ativistas determinados a normalizar a pedofilia e a descriminalizar o sexo com crianças em todo o mundo.

A lei federal na França agora não tem idade legal de consentimento , ou seja, adultos que fazem sexo com crianças de qualquer idade não serão processados ​​por estupro se a criança vítima for incapaz de provar “ violência, ameaça, coação ou surpresa ”.

O projeto de lei contra a violência sexual e baseada no gênero, conhecida como lei Schiappa, foi sancionada pelo parlamento francês em 3 de agosto, provocando indignação na França quando pais e grupos de direitos das crianças acusam o governo de Emmanuel Macron de trair as crianças do país.

A falta de uma idade de consentimento coloca milhões de crianças em sério risco de abuso sexual na França, de acordo com funcionários de proteção à criança.

Grupos de defesa dos direitos das crianças criticaram o governo de Emmanuel Macron por não fornecer uma idade legal de consentimento para proteger crianças, apontando para a recente decisão dos tribunais franceses de se recusar a processar dois pedófilos por estupro de garotas de 11 anos porque as autoridades não puderam provar que as crianças não consentiram.

Na quinta-feira, vários grupos, incluindo o Conselho Francês de Associações pelos Direitos da Criança, emitiram uma declaração conjunta para expressar sua “ indignação ” pelo abandono de uma era de consentimento sob a lei francesa.

Em uma declaração conjunta, as associações condenaram a nova lei nos termos mais fortes possíveis: “ Esta deve ser a medida principal do projeto de lei: a introdução de uma idade abaixo da qual as crianças seriam automaticamente consideradas incapazes de consentir em sexo com adultos. “
As associações francesas de proteção à criança estão exigindo que o governo de Macron revogue a lei de Schiappa e estabeleça uma idade legal de consentimento sob a qual qualquer ato sexual envolvendo um adulto e uma criança constituirá estupro.

O abandono de uma idade legal de consentimento chocou a sociedade francesa. O controverso projeto de lei se concentrou em um limite apropriado para uma idade de consentimento – 13 ou 15 anos. No entanto, a escolha foi feita para abandonar o princípio de uma idade mínima.

A nova lei provocou protestos na França, enquanto os cidadãos exigem que o governo mude a lei que protege os pedófilos de acusações de estupro.

Em sua versão final, a lei de Schiappa prevê que, para crianças menores de 15 anos, “ a restrição moral ou surpresa é caracterizada pelo abuso da vulnerabilidade da vítima que não tem o discernimento necessário para esses atos ”. No entanto, o ex-ministro dos direitos da mulher, Laurence Rossignol, diz que essas noções de “vulnerabilidade” e “discernimento” deixam muito espaço para os pedófilos escaparem da punição sob a lei.

“Leis desatualizadas”

A França não é a única nação européia que caminha para a descriminalização do sexo com crianças. De acordo com o advogado de imigração alemão Hans Goldsberg, as leis sobre pedofilia estão desatualizadas e precisam ser abolidas.

“ Haverá a necessidade de uma consolidação das leis nacionais sob o atual sistema europeu sobre os aspectos legais do sexo. A maioria dessas decisões nacionais não representa as complexidades sociais modernas de nossos tempos e são legalmente infundadas. Alguns até argumentam que uma lei sobre a idade do consentimento tornou-se supérflua e não deveria mais existir .
 afirma o advogado que trabalhou por mais de 35 anos em seu campo.

O apoio à moção européia também existe nos Estados Unidos.

“ Pense em como há 2.000 anos os gregos eram uma sociedade muito mais aberta. Devemos lembrar que o amor entre um homem e um menino não era tão tabu quanto hoje ” , explica o antropólogo cultural Thomas Black, da Universidade de Michigan.

Atualmente, a idade de consentimento varia por estado nos EUA e atualmente é definida entre 16 e 18 anos de idade."
1,0,"BOLSONARO CONVIDA ALEXANDRE FROTA PARA SER MINISTRO DA CULTURA. Em um vídeo postado em seu Twitter, Alexandre Frota, enfático apoiador de Bolsonaro à presidência, traz uma mensagem do deputado, que diz aos risos: ""Se você quer me ver presidente um dia eu quero

Em um vídeo postado em seu Twitter, Alexandre Frota, enfático apoiador de Bolsonaro à presidência, traz uma mensagem do deputado, que diz aos risos: ""Se você quer me ver presidente um dia eu quero te ver ministro da Cultura. Já 
O ator Porno Alexandre Frota postou,em sua conta no Twitter um vídeo do deputado federal e pré-candidato à presidência Jair Bolsonaro, em que o presidenciável declara, aos risos: ""Se você quer me ver presidente um dia eu quero te ver ministro da Cultura. Já imaginou, cara?"". 
Bolsonaro agradece o apoio de Frota, que já participou de 46 filmes, sendo dez pornográficos. O vídeo foi postado em seu Twitter com a mensagem: ""Recado do capitão"". Frota estará em Curitiba nesta quarta-feira 28 em evento com o deputado. 
Frota é um enfático apoiador de Bolsonaro, publica com frequência xingamentos baixos e mensagens fascistas contra políticos e personalidades de esquerda e é crítico dos direitos humanos e de quem os defende."
1,0,"General Villas Bôas anuncia intervenção militar e convoca povo do Brasil; Saiba a verdade!. Está circulando online uma imagem que seria oficial do Exército brasileiro e assinada pelo general Eduardo Villas Bôas. De acordo com o anúncio, o Brasil terá uma intervenção militar “sem maiores transtornos.
 todos os partidos serão extintos e os ministros do Supremo serão afastados de todas as suas funções.

então todos os partidos são extintos, e é banido definitivamente com legitimidade e ideologias totalitárias. Políticos ativos que não possuam nenhuma restrição de corrupção poderão se associar para uma nova escala de fórmula partidária que será desenvolvida.

Fazemos isso a pedido da Nação BrasileiraGeneral: Villas Boas Junto a isso, um áudio que seria do general também está pipocando na internet.

De acordo com a gravação, Villas Bôas teria, além de anunciado a intervenção (no áudio o motivo é que Temer entrou no poder por meio de um golpe), pedido para que as pessoas saiam às ruas para pedir “intervenção militar já”.

Leia a transcrição do áudio e o escute: Brasileiros e brasileiras. Aqui quem fala com vocês o general-de-exército do Brasil, Eduardo Villas Bôas. Somos unidos a semana inteira para se tratar da crise dos caminhoneiros, junto ao Almirante de esquadra da Marinha Eduardo Ferreira e o tenente-brigadeiro-do-ar da Aeronáutica do Brasil Nivaldo Postado.

A Constituição Brasileira artigo 142 dá ao presidente poder sobre as Forças Armadas. No entanto, esse presidente que instituiu se institui através de um golpe e não do povo e, atendendo ao clamor Popular, nós decidimos que nós iremos tomar uma decisão."
1,0,"NÃO É FAKE! Caminhoneiros se mobilizam para nova greve no dia 9 de setembro. O Movimento dos Caminhoneiros está se organizando para dar início a uma nova mobilização em todo o país.

O início está previsto para o dia 9 de setembro e será por tempo indeterminado.

A UDC (União dos Caminhoneiros do Brasil) divulgou nota neste sentido, acusando o governo de não ter cumprido o acordo com relação ao preço do diesel, que no dia 31 teve um aumento de 13%.

A paralisação em época de campanha eleitoral é proposital, visando uma maior ‘pressão política’.

Na nota algumas reinvindicações são feitas.

A entidade cobra fiscalização no cumprimento da tabela que estabelece valores mínimos para o frete rodoviário, um dos acordos entre o governo federal e a categoria em maio.

A UDC pede ainda a dissolução da diretoria da ANTT (Agência Nacional de Transportes Terrestres), o cumprimento da fiscalização e divulgação dos pontos de fiscalização pela agência reguladora e espaço para representantes dos caminhoneiros no Conselho Executivo, Operacional e de Administração da ANTT.

A chance do governo de evitar a deflagração do movimento está no atendimento imediato dessas reinvindicações."
1,0,"Preso suspeito de tentar matar Bolsonaro; veja no vídeo o momento em que o candidato foi esfaqueado. Foi preso o homem suspeito que tentou matar o candidado do PSL à Presidência, Jair Bolsonaro, em juiz de fora. O nome dele é José Adélio Bispo de Oliveira, membro do PDT de Minas.

O presidenciável encontra-se internado em um hospital, mas já não corre risco de morte. Abaixo as últimas informações dadas pelo filho de Bolsonaro e as imagens do momento em que ele foi esfaqueado:

Um dos filhos dele, Flávio Bolsonaro, publicou uma mensagem no Twitter informando que o corte foi superficial e que ele passa bem.

A Polícia Militar de Minas Gerais informou que o candidato foi esfaqueado quando estava na Rua Halfeld. Segundo a polícia, o autor foi preso. Não há ainda nome e características do autor. O candidato Bolsonaro foi conduzido para a Santa Casa de Juiz de Fora."
1,0,"Saiba mais sobre o KIT GAY: você quer isto para seus filhos?. Um dos exercícios de casa do 'kit gay' é o seguinte: o/a aluno(a) tem que beijar 3 garotos e 3 garotas.

(?)

Caro cidadão, é isto que você quer para o seu filho??? Seu neto???

Acorda, povo brasileiro!!!

Tanta matéria para se preocupar, mas querem adotar a filosofia grega (eros) para as crianças (!?).

Veja o conteúdo!!!!!!!!!!! <<<< AQUI!!!!

Assista o vídeo!!!!!!!!!! <<<<<< AQUI!!!!!

Basta ler sobre o kit. Os senhores verão como não tem sentido: os livros... as apostilas... os exercícios... NADA FAZ SENTIDO!!

ESTÁ AMARRADO EM NOME DO SENHOR JESUS!!!!



Ainda bem que temos uma bancada cristã que está pondo por terra esta bosta educacional.




SÃO CRIANÇAS!!!!!!!!!




Tanta coisa para se ensinar, e vai inventar matéria relacionada à sexualidade!?




NÃO FAZ SENTIDO!!!!!!!




Só para finalizar MEU ponto de vista:
 Eu não tenho NADA contra homossexuais, até porque na Bíblia diz que ""Deus ama quem dá com alegria"" (rsrs - não resisti à piada - desculpem!).

Eu sou CONTRA envolver CRIANÇAS (kit gay).
Invistam em Português, Matemática, Inglês, História, Educação Física.
Agora, fornecer livros e filmes relacionados à sexualidade!?


Sem sentido... gasto de dinheiro público com palhaçada... bobeira...!!!

""Só isso!"""
1,0,"ALERTA! Enfermeira do sus alerta sobre dinheiro contaminado com bactéria mortal. ALERTA, REPASSEM URGENTE

Pessoal, sou enfermeira do SUS e trabalho no SOCORRÃO_DE SÃO_LUIS-MA e estou mandando essa mensagem para vocês pra alertar a todos sobre uma bactéria sem cura que esta nas notas de dinheiro! Trata-se de uma Bactéria que come a carne do corpo humano até matar a pessoa, e é mortal e sem tratamento até o momento.
CASO RECENTE – JOVEM DE SÃO LUIS FOI CONTAMINADA

Nesta sexta-feira uma funcionaria que trabalha no caixa do SuperMercado_MT da COHAB, uma jovem menina de 21 anos e se chama Aline, deu entrada no hospital toda cheia de hematoma e umas feridas PRETA no corpo. Em seguida foram feito vários testes e exame no laboratório, e o medico técnico responsável Dr Edgard disse que o resultado de um exame feita na paciente apontou a bactéria do dinheiro , UMA BACTÉRIA QUE COME CARNE HUMANA."
1,0,"Popularidade de Lula bate recorde e chega a 87%, diz Ibope. Levantamento foi encomendado pela Confederação Nacional da Indústria. Avaliação positiva do governo federal ficou em 80%, mostra pesquisa.

 Popularidade de Lula bate recorde e chega a 87%, diz Ibope
Pesquisa Ibope encomendada pela Confederação Nacional da Indústria (CNI) e divulgada nesta quinta-feira (16) mostra que o presidente Luiz Inácio Lula da Silva chega ao último mês do mandato com recorde de aprovação e popularidade de 87%.

A aprovação do governo federal, com 80%, também chega a patamares nunca antes registrados, segundo o Ibope.

Entre os dias 4 e 7 de dezembro, o Ibope ouviu 2.002 entrevistados em 140 municípios de todas as regiões do país. A pesquisa conta com margem de erro de 2 pontos percentuais para mais ou para menos e tem grau de confiança de 95%.

A pesquisa encomendada pela CNI avalia trimestralmente a popularidade e o desempenho administração federal junto à opinião pública. O estudo revela a imagem do governo, do presidente da República, e traz também a percepção da população sobre temas importantes como desemprego e medidas com impacto direto na economia.

Regiões
O Nordeste é a região com melhor avaliação do governo federal: 86% dos nordestinos entrevistados disseram considerar o governo de Lula ""bom ou ótimo"". Em seguida vêm as regiões norte e Centro-Oeste (81%), Sudeste (78%) e Sul (75%).

Já a avaliação pessoal de Lula no Nordeste é de 95%, no Norte e Centro-Oeste (90%), Sudeste (85%) e Sul (80%). No último levantamento, registrado em outubro, a avaliação pessoal do presidente era de 92%, no Nordeste, 88% no Norte e Centro-Oeste, 81% no Sudeste, e 78% no Sul.

Confiança em Lula
A confiança no presidente Lula é retorna ao patamar recorde de 81%, após ter recuado para 76% na pesquisa anterior.

O percentual dos entrevistados que disseram não confiar em Lula caiu de 19% para 14% no levantamento atual, atingindo o menor patamar em oito anos.

Áreas
A pesquisa Ibope também mede a aprovação das políticas adotadas pelo governo em nove áreas. A atuação do governo na educação melhorou na opinião dos entrevistados, subindo de 50% para 57% dos entrevistados. A desaprovação caiu de 45% para 38%.

Nas questões relacionadas ao meio ambiente, 60% disseram aprovar as políticas do governo, contra 30% que desaprovaram. No levantamento passado, a aprovação era de 49% contra 41% de reprovação.

As ações do governo para combater a forme e a pobreza no país tiveram a aprovação de 71% dos entrevistados, contra 24% que desaprovaram. No levantamento passado, a aprovação era de 66% contra 29% de reprovação.

A atuação no combate ao desemprego melhorou na opinião dos entrevistados, subindo de 64% para 66% dos entrevistados. A desaprovação caiu de 30% para 28%.

As recentes ações policiais de combate ao tráfico no Rio de Janeiro, segundo o gerente executivo de Pesquisa da CNI, Renato da Fonseca, contribuíram para que, pela primeira vez em oito anos de governo, a segurança pública tivesse avaliação positiva: 49% de aprovação contra 46% de reprovação. No último levantamento, as ações de segurança eram reprovadas por 53% contra 40% de aprovação.

O combate à inflação, segundo a pesquisa, teve a aprovação de 56% contra 33% de desaprovação. Já a foram como o governo define a taxa de juros foi aprovada por 46% contra 43%.

Na área da saúde, os entrevistados demonstraram a maior insatisfação com o governo. 54% reprovaram as ações governamentais na área e 42% aprovaram. A política de impostos do Planalto também foi mal avaliada: 51% de reprovação contra 39% de aprovação.

Levantamento anterior
A última edição do levantamento, divulgada em 1º de outubro, 77% dos entrevistados consideravam o governo ""ótimo"" ou ""bom.
 contra 4% de ""ruim"" ou ""péssimo"". A aprovação pessoal do presidente Luiz Inácio Lula da Silva era de 85%, recorde na sequência histórica do levantamento.
 

Governo Dilma
A expectativa com o governo da presidente eleita Dilma Rousseff, que começa a partir do dia 1º de janeiro de 2011, é elevada. Para 62% dos entrevistados, a petista irá fazer um governo ""ótimo ou bom"".

Comparativamente ao governo do presidente Lula, 18% acreditam que a gestão Dilma será melhor, 58% que será igual e 14% acham que será pior.

São prioridades apontadas pelos entrevistados para a próxima administração ações que privilegiem as áreas da saúde, educação, segurança, combate à fome e à pobreza, combate às drogas, geração de empregos e combate à corrupção.

Assuntos mais lembrados
Entre os assuntos publicados pela imprensa que foram mais lembrados pelos entrevistados, a ação das Forças Armadas e a ação policial nas comunidades do Rio de Janeiro foi citada por 32% dos entrevistados. A composição do governo da presidente Dilma Rousseff foi mencionada por 11% e as falhas e erros do Ministério da Educação na aplicação do Exame Nacional do Ensino Médio foram lembradas por 10%.

A discussão do salário mínimo foi citada por 3% e o escândalo envolvendo a ex-ministra da Casa Civil Erenice Guerra, por 2%. O mesmo percentual foi obtido por assuntos como ""obras do PAC.
 ""censo do IBGE"" e ""viagens do presidente Lula""."
1,0,"Jovem se esfaqueia para provar que facada de Bolsonaro foi falsa e acaba morrendo. Um caso que circula nas redes sociais, tem assustado muitas pessoas. De acordo com informações um rapaz identificado como Denilson Lopes, estava  inconformado pela facada de Bolsonaro não ter saído sangue, resolveu se esfaquear e provar para os amigos que a facada foi falsa, após se alto desferir a facada, Denilson Lopes não resistiu ao ferimento e acabou vindo a óbito, um preço que pagou com a vida.
Ainda de acordo com informações o caso aconteceu na cidade de Bom Lugar-MA.
Até onde a obsessão de querer provar que algo pode ser forjado, pode levar a uma fatalidade ? As atitudes emotivamente tomada, pode ser algo muito prejudicial para um desafio radical ?"
1,0,"Triste: Morre Idosa que foi presa por não pagar pensão do neto e sofreu estupro na cadeia.. A irresponsabilidade de um filho fez esta senhora de 82 passar pelo maior constrangimento de sua
sofrida vida.

Uma idosa de 82 anos foi presa no município de T. Sampaio, no centro-norte da Bahia, após o
filho deixar de pagar a pensão alimentícia do filho dele.

O marido da idosa também teve o mandado de prisão expedido pela Justiça, mas segundo a
polícia, o homem faleceu há dois meses.
Familiares informaram a policia que o filho da idosa estaria em uma viagem de férias para
Porto Seguro, no momento em que a mãe foi presa.
Parentes também disseram que a idosa é aposentada que não tem condições de pagar a pensão,
mas mesmo assim foi levada para delegacia.
Ela recebe mensalmente R$ 629,34 e só de medicamentos gasta mais de R$ 400,00 com
medicamentos tarja preta.

Na Delegacia a senhora de 82 anos foi violentada sexualmente por detentas que aplicam este
“castigo” em pessoas que cometem crimes contra a família, especialmente contra menores.
Deixar uma criança sem pagamento de pensão é falta grave no código moral das detentas.
Segundo Analice Tesourão, detenta da unidade, “deixar um menor passar fome é muita
sacanagem.

Chega aqui a gente apavora mesmo. Passa na mão da geral pra aprender a ser mulher”.
Depois de 6 dias na cadeia a dívida foi honrada graças a uma rifa realizada pelos
membros da paróquia da Sagrada Família que venderam 300 bilhetes por R$ 10 aos
moradores de T. Sampaio, e assim arrecadaram R$ 3.000,00 rifando uma TV LCD de 32 polegadas
que havia custado R$ 970,00.

A pensão devida possui o valor de R$ 300 mensal e estava a 6 meses atrasada. Caso o filho volte
a atrasar o pagamento a senhora deve voltar para as grades.
A nova lei de pensão alimentícia, que começou a valer em março deste ano, é mais rigorosa
para quem atrasa o pagamento da pensão para os filhos. O devedor pode pegar até três
meses de prisão em regime fechado.

A pena não livra a pessoa da dívida, mas ela poderá ser solta a qualquer momento se quitar o
débito. Os avós podem ser responsabilizados pela dívida, mas somente quando os pais da
criança não têm condições de arcar com a pensão.

Apos triste golpe que sofreu do destino, hoje de manhã terminou a dura vida dessa pobre
senhora, que viveu sua sofrida existência sempre trabalhando de sol a sol em serviços braçais e
de modo honesto, mas por irresponsabilidade do filho e da ex nora, vai levar para o tumulo a
amarga experiencia de ser presa e violentada na cadeia, sem ao menos ter cometido algum tipo
de crime, o corpo esta sendo velado na capela municipal, o enterro foi marcado para as 16 horas.

..Enquanto isso políticos corruptos pegos com milhares de reais, roubados do povo ainda
permanecem em liberdade e quando são presos, cumprem a pena no conforto de suas luxuosas
casas"
